document_id,file_name,requirement_id,requirement_text,word_count,extraction_confidence,has_modal,has_number,testable_signal,vague_terms_found,incomplete_signals,subjective_terms_found,seed_label,seed_primary_label,human_label,human_primary_label,review_notes,llm_prediction,llm_rationale,llm_source_span,llm_rewrite,llm_confidence,accepted_by_human,alpha_ratio,bad_artifact,good_curated
63478ef7e0,2001 - ctc network.pdf,63478ef7e0_R0047,"Next Transition Time To support HOV Lane control in other centers, the Center shall be able to support the following device control command for a HOV Lane:",27,high,True,False,False,support,trailing_colon,low,ambiguity; incompleteness; non_testability,ambiguity,,,,,,,,,,0.8193548387096774,False,True
7f161d6979,2005 - znix.pdf,7f161d6979_R0038,2.3 User Characteristics The browser GUI SHOULD be designed such that even casual users could easily manipulate their information with little or no training.,25,high,True,True,True,easily,,easily,ambiguity,ambiguity,,,,,,,,,,0.8280254777070064,False,True
96da2d3305,2007 - central trading system.pdf,96da2d3305_R0009,"When new requirements should be supported, they can modify the program to make it fit.",15,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.813953488372093,False,True
bc8c78f934,2010 - mashboot.pdf,bc8c78f934_R0150,A member should be able to store authentication for supported services,11,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8571428571428571,False,True
1aab4b911a,2004 - colorcast.pdf,1aab4b911a_R0096,"Most important, the store of access permissions to administrative features and access permissions must be secure.",16,high,True,False,False,secure,,,ambiguity,ambiguity,,,,,,,,,,0.8495575221238938,False,True
02085a94bf,2008 - caiso.pdf,02085a94bf_R0019,Adequate transmission capacity shall be available to connect the Black Start facility to the source providing station services to other specified generating stations.,23,high,True,False,False,adequate,,adequate,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8614457831325302,False,True
a2c0a924d3,2001 - elsfork.pdf,a2c0a924d3_R0298,"The system shall allow for several protocols and procedures simultaneously on the same network, e.g.",16,high,True,False,False,several,,low,ambiguity; non_testability,ambiguity,,,,,,,,,,0.83,False,True
74a1aafc90,2007 - ertms.pdf,74a1aafc90_R0074,The system for Train Data Entry shall provide for the input of other data required by STMs connected to ETCS.,20,high,True,False,False,etc,etc,,ambiguity; incompleteness,ambiguity,,,,,,,,,,0.8165137614678899,False,True
54e08b6406,2009 - library.doc,54e08b6406_R0060,System must be able to support the reporting definitions as described in Appendix A.,14,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8333333333333334,False,True
940102af70,0000 - gamma j.pdf,940102af70_R0190,The system shall be easily updatable for fixes and patches.,10,high,True,False,False,easily,,easily,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8305084745762712,False,True
aa7a342a3e,2009 - peazip.pdf,aa7a342a3e_R0100,chose a selection of users’ favorite archiving and compression formats to be offered for quick selection and which format should be used as default in create archive interface.,28,high,True,False,False,quick,,quick,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8352272727272727,False,True
77c0a3eb3e,2010 - split merge.pdf,77c0a3eb3e_R0167,In case of error it should provide users with appropriate help messages.,12,high,True,False,False,appropriate,,,ambiguity,ambiguity,,,,,,,,,,0.8333333333333334,False,True
3712be5ebe,2007 - eirene fun 7.pdf,3712be5ebe_R0721,"when direct mode is used as a fall-back, an audible and visual indication shall be provided of normal mobile telephony services returning.",23,high,True,False,False,normal,,,ambiguity,ambiguity,,,,,,,,,,0.8260869565217391,False,True
2dff23407b,2010 - blit draft.pdf,2dff23407b_R0073,The Development Team shall utilize established open source frameworks instead of proprietary custom components wherever appropriate.,16,high,True,False,False,appropriate,,,ambiguity,ambiguity,,,,,,,,,,0.8787878787878788,False,True
a038f2404d,2004 - grid bgc.pdf,a038f2404d_R0130,"Not all Object types shall support templates, see specific object details for more details.",14,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8351648351648352,False,True
58c3b15e9f,2009 - library.pdf,58c3b15e9f_R0015,"Specifically, the system must support a library system with 50 locations, 20 million circulations, purchasing and processing over 500,000 items per year.",23,high,True,True,True,support,,,ambiguity,ambiguity,,,,,,,,,,0.7647058823529411,False,True
7342470c8d,2009 - model manager.pdf,7342470c8d_R0083,"If 'yes', user must specify what output, e.g., member and/or ensemble output is to be send to the MetVault.",21,high,True,False,False,and/or,and/or,,ambiguity; incompleteness,ambiguity,,,,,,,,,,0.7476635514018691,False,True
cd311b5e67,2009 - email.pdf,cd311b5e67_R0007,The service shall be designed to meet the needs of all executive branch agencies and reduce the current cost of operation and support.,23,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8283582089552238,False,True
3a111cfea5,2005 - clarus high.doc,3a111cfea5_R0086,system design must address how best to minimize these times to,11,high,True,False,False,best,,,ambiguity,ambiguity,,,,,,,,,,0.8387096774193549,False,True
b3fdf25c0f,2000 - nasa x38.doc,b3fdf25c0f_R0311,"If transmission status indicates an error in telemetry and/or remote commanding operations 10 consecutive times, the following actions shall",20,high,True,True,True,and/or,and/or,low,ambiguity; incompleteness,ambiguity,,,,,,,,,,0.8428571428571429,False,True
348c2b1f7d,2007 - puget sound.pdf,348c2b1f7d_R0138,"The system should be configurable from a single source at a central administrative position, and should provide a central, easy-to-use interface that will allow administrators to configure the user interface and features in a way that reduces page clutter.",41,high,True,False,False,easy,,easy; low,ambiguity; non_testability,ambiguity,,,,,,,,,,0.83203125,False,True
5293a14ed2,2007 - get real 0.2.pdf,5293a14ed2_R0072,5.1 Performance Requirements The Get Real site should be hosted on a server that can provide adequate response time.,20,high,True,True,True,adequate,,adequate,ambiguity,ambiguity,,,,,,,,,,0.8103448275862069,False,True
0440128d89,2005 - grid 3D.pdf,0440128d89_R0104,The response to a change in the orientation should be fast enough to avoid interrupting the user's flow of thought.,21,high,True,False,False,fast,,fast; low,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8173913043478261,False,True
0755ccba83,2001 - telescope.pdf,0755ccba83_R0128,"In addition, the HK rate should be optimized to help ensure that a HK packet can reasonably appear in the S/C frame at an acceptable rate.",27,high,True,False,False,acceptable,,acceptable,ambiguity; non_testability,ambiguity,,,,,,,,,,0.7971014492753623,False,True
d0268483f8,2008 - vub.pdf,d0268483f8_R0176,The PMS should be easily installable by using:,8,high,True,False,False,easily,trailing_colon,easily,ambiguity; incompleteness; non_testability,ambiguity,,,,,,,,,,0.8260869565217391,False,True
d5a72dc87e,2002 - sce api.pdf,d5a72dc87e_R0389,"Note that because ANSI C does not support default argument values, the last SceMiEC *ec argument to each function must be explicitly passed when called, even if only to pass a NULL.",32,high,True,False,True,support,,,ambiguity,ambiguity,,,,,,,,,,0.8066298342541437,False,True
710fbbd28b,2001 - npac.doc,710fbbd28b_R1455,A transaction rate of 2 CMIP transactions (sustained) per second shall be supported by each SOA to NPAC SMS interface association.,21,high,True,True,True,support,,,ambiguity,ambiguity,,,,,,,,,,0.8153846153846154,False,True
8dff9ec7f1,2003 - tachonet.pdf,8dff9ec7f1_R0048,Description The system should be able to support other types of message structure to cover f.i.,17,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8210526315789474,False,True
7dfd402cda,2001 - esa.pdf,7dfd402cda_R0071,SwRI shall provide software support for the APAF system.,9,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8392857142857143,False,True
cf286cdcad,2004 - sprat.pdf,cf286cdcad_R0154,The system shall support a hierarchical representation of organizational structures.,10,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8809523809523809,False,True
0dd4cc7d02,2008 - virtual ed.doc,0dd4cc7d02_R0133,"file would put the user about their disk space quota, a window should",13,high,True,False,False,about,,,ambiguity,ambiguity,,,,,,,,,,0.8115942028985508,False,True
502e30223d,2001 - hats.pdf,502e30223d_R0151,"The Host OS shall support a hierarchical, tree-structured file system.",11,high,True,False,False,support,,,ambiguity,ambiguity,,,,,,,,,,0.8285714285714286,False,True
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0038,"If a user performs a quick or advanced search, the System must never include in the search result list any record which the user does not have the right to access.",31,high,True,False,False,quick,,quick,ambiguity; non_testability,ambiguity,,,,,,,,,,0.803680981595092,False,True
cac3ac0306,1999 - tcs.pdf,cac3ac0306_R1275,The TCS hardware shall be mounted and/or ruggedized to withstand inter and intra theater SSS373,16,high,True,False,False,and/or,and/or,,ambiguity; incompleteness,ambiguity,,,,,,,,,,0.8105263157894737,False,True
925171e62a,2008 - viper.doc,925171e62a_R0430,Also the system shall be designed in an Object Oriented approach so that future features can be easily integrated with the system.,22,high,True,False,False,easily,,easily,ambiguity; non_testability,ambiguity,,,,,,,,,,0.8307692307692308,False,True
deb4b8a723,2007 - mdot.pdf,deb4b8a723_R0146,"The DUAP System shall allow a system administrator to add, modify and delete user access rights.",16,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8229166666666666,False,True
0440128d89,2005 - grid 3D.pdf,0440128d89_R0088,The product should allow the grid to be oriented by the user.,12,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8032786885245902,False,True
b0ec2accd9,2009 - peppol.pdf,b0ec2accd9_R0840,The VCD system should provide a functionality that allows issuing bodies to submit evidence to it.,16,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8367346938775511,False,True
50c620f074,2004 - watcom gui.pdf,50c620f074_R0115,"Additionally, the menu and all items should be added in global controls table via GUIControlInsert, since GTK doesn't allow assigning ID for the menu items.",26,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8205128205128205,False,True
710fbbd28b,2001 - npac.doc,710fbbd28b_R0588,NPAC SMS shall allow NPAC personnel to create a new LNP NPA-NXX for a Service Provider.,17,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8045977011494253,False,True
49775c3beb,2009 - gaia.pdf,49775c3beb_R0034,If this section is empty mention the higher documents - they should be in the applicable document list.,17,high,True,False,False,,,high,non_testability,non_testability,,,,,,,,,,0.8155339805825242,False,True
d2fbe92214,2009 - inventory 2.0.pdf,d2fbe92214_R0120,Extra spacing between rows should be added if necessary.,9,high,True,False,False,,,if necessary,non_testability,non_testability,,,,,,,,,,0.8392857142857143,False,True
502e30223d,2001 - hats.pdf,502e30223d_R0065,The HATSGUI shall allow the user to examine and modify these associations.,12,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8378378378378378,False,True
7e9463c544,2007 - nde.pdf,7e9463c544_R0678,automate report highlight of desired automated tasks shall NESDIS inspection gathering areas,12,high,True,False,False,,,high,non_testability,non_testability,,,,,,,,,,0.8804347826086957,False,True
aa7a342a3e,2009 - peazip.pdf,aa7a342a3e_R0081,"Description and Priority PeaZip allows users to encrypt (“lock”) archives during creation or updating, by using password which is demanded by PeaZip (or other applications of the same use) and should be inserted, in case some user wants to gain access to an encrypted",44,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8089887640449438,False,True
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0125,The user interfaces of the system should follow the guidelines specified under www.usability.gov,15,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8541666666666666,False,True
3af482f591,1999 - multi-mahjong.html,3af482f591_R0084,"The MultiMahjongClient must only allow players to make moves according to the Chinese rules of Mahjong as described in the rulebook, """,21,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8283582089552238,False,True
a2c0a924d3,2001 - elsfork.pdf,a2c0a924d3_R0133,"System management functions, which shall be available for the operators and control systems, are of low time critical nature.",19,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.832,False,True
d9e6063902,2004 - rlcs.pdf,d9e6063902_R0050,"Should one of these gates be lowered across an otherwise open entrance, the results could be catastrophic.",17,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8301886792452831,False,True
0f0183a401,2001 - beyond.pdf,0f0183a401_R0084,The software architecture of the firmware should allow the extension with additional functionality.,13,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8686868686868687,False,True
5404d8a4d4,2001 - libra.doc,5404d8a4d4_R0053,"Should be configurable, and allow for various scheduling policies",9,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8615384615384616,False,True
69f4f47b18,2003 - pnnl.pdf,69f4f47b18_R0279,The configuration window shall permit the administrator user to modify the following a.,13,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8505747126436781,False,True
2e157a65bc,2010 - fishing.pdf,2e157a65bc_R0108,Product MUST provide a means to allow corrections to be identifiable via the ELSS user interface,16,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.84375,False,True
940102af70,0000 - gamma j.pdf,940102af70_R0123,The interface must remain consistent among various web browsers and be intuitive to the customer.,15,high,True,False,False,,,intuitive,non_testability,non_testability,,,,,,,,,,0.845360824742268,False,True
cac3ac0306,1999 - tcs.pdf,cac3ac0306_R1061,SSS334 The TCS shall allow the Operator(s) to fully control the VCR via the TCS Display input device(s).,20,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.7596153846153846,False,True
220065c6fd,2005 - microcare.pdf,220065c6fd_R0164,The Client Feed back form should capture the following details o Voucher No o Client Details o Details of syndromes treated o Lab Test o Drugs Details o Success of Treatment o Referral To Treatment o Satisfaction of Treatment (Not at all / Moderate / Good / Completely),45,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8066914498141264,False,True
74a1aafc90,2007 - ertms.pdf,74a1aafc90_R0193,The train speed shall be at or below a speed specified by a national value.,15,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8,False,True
0dd4cc7d02,2008 - virtual ed.doc,0dd4cc7d02_R0119,The students overall login should allow them access to the,10,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8448275862068966,False,True
266176c3ef,2005 - phin.pdf,266176c3ef_R0100,Follow-up data should be collected from subjects or their proxies to track symptoms and compliance with recommended treatment plans or prophylaxis.,22,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.8503401360544217,False,True
2dff23407b,2010 - blit draft.pdf,2dff23407b_R0097,The system shall follow HIPAA compliance capabilities in new functionality introduced to the system.,14,high,True,False,False,,,low,non_testability,non_testability,,,,,,,,,,0.86,False,True
b96c5eb6b6,2007 - water use.pdf,b96c5eb6b6_R0202,"You should be able to input a geographic area (whether by county, department, or entire District area), select the time period(s) you want, and select one of two views:",30,high,True,False,False,,trailing_colon,,incompleteness,incompleteness,,,,,,,,,,0.7797619047619048,False,True
348c2b1f7d,2007 - puget sound.pdf,348c2b1f7d_R0088,"Since voice clips should be stored in a portfolio for each actor during his or her existence in the course management system, he or she should be able to examine his or her portfolio to select and delete clips if he or she chooses to.",45,high,True,False,True,,compound_requirement,,incompleteness,incompleteness,,,,,,,,,,0.8034188034188035,False,True
502e30223d,2001 - hats.pdf,502e30223d_R0366,"The HATS-GUI shall change the display by removing the selected nodes from the display and changing the parent and descendant nodes of the removed nodes to nodes with hidden descendants and parents, respectively.",34,high,True,False,False,,compound_requirement,,incompleteness,incompleteness,,,,,,,,,,0.8341232227488151,False,True
aa7a342a3e,2009 - peazip.pdf,aa7a342a3e_R0024,2.5 Design and Implementation Constraints Should anyone wish to work on further development of PeaZip knowledge in any of the following programming languages is required:,26,high,True,True,True,,trailing_colon,low,incompleteness,incompleteness,,,,,,,,,,0.8352941176470589,False,True
df8ded12c8,2004 - watcom.pdf,df8ded12c8_R0123,"In such case, one should execute the linker this way:",10,high,True,False,False,,trailing_colon,,incompleteness,incompleteness,,,,,,,,,,0.7924528301886793,False,True
50c620f074,2004 - watcom gui.pdf,50c620f074_R0013,As long as in Windows and OS/2 environments user interface controls are placed according to the specified coordinates we must replicate this in GTK using the following widget hierarchy:,30,high,True,True,True,,trailing_colon,low,incompleteness,incompleteness,,,,,,,,,,0.8324324324324325,False,True
2dff23407b,2010 - blit draft.pdf,2dff23407b_R0070,The system shall send a notification email to a Client Services email distribution list if the user is directed to the xxx error page.,24,high,True,False,False,,xxx,,incompleteness,incompleteness,,,,,,,,,,0.8208955223880597,False,True
0af6fa42c1,2007 - nlm.doc,0af6fa42c1_R0360,"This section identifies the issues and functionality that different user types should have, the types of access rights and actions that are associated with different object types, and the functionality and features of the search and retrieval system that is required.",41,high,True,False,False,,compound_requirement,,incompleteness,incompleteness,,,,,,,,,,0.8389513108614233,False,True
69f4f47b18,2003 - pnnl.pdf,69f4f47b18_R0283,The configuration window shall display the following non-modifiable information:,10,high,True,False,False,,trailing_colon,low,incompleteness; non_testability,incompleteness,,,,,,,,,,0.875,False,True
1db87538e8,2004 - philips.doc,1db87538e8_R0025,The minimum outline that all FRS documents must use is:,10,high,True,False,False,,trailing_colon,,incompleteness,incompleteness,,,,,,,,,,0.8181818181818182,False,True
cc9a62205d,2005 - pontis.pdf,cc9a62205d_R0365,"Capacity The Pontis 5.0 repository must be able to store the following quantities of bridges, work recommendations, scenarios, projects, and users at a minimum:",25,high,True,True,True,,trailing_colon,low,incompleteness,incompleteness,,,,,,,,,,0.80625,False,True
266176c3ef,2005 - phin.pdf,266176c3ef_R0191,"2.7.4 Policies and procedures should be in place for determining when follow up and isolation and quarantine monitoring should be done as a part of a focused countermeasure administration and response effort, rather than as a function of contact exposure tracing.",43,high,True,True,True,,compound_requirement,low,incompleteness,incompleteness,,,,,,,,,,0.8212927756653993,False,True
a2c0a924d3,2001 - elsfork.pdf,a2c0a924d3_R0047,2.3 Wind Power Plant Data The different operational functions need access to data in the power plant and the sending and receiving parts must be able to interpret and handle the data.,33,high,True,True,True,,compound_requirement,,incompleteness,incompleteness,,,,,,,,,,0.8087431693989071,False,True
acd39aad8f,0000 - cctns.pdf,acd39aad8f_R0128,Unplanned downtime for the System must not exceed <xx hours/minutes> per,12,high,True,False,True,,<; >,,incompleteness,incompleteness,,,,,,,,,,0.8194444444444444,False,True
5c4a6d88e4,1999 - dii.htm,5c4a6d88e4_R0015,Portion of XS services shall be used by various classes of users:,12,high,True,False,False,,trailing_colon,,incompleteness,incompleteness,,,,,,,,,,0.8153846153846154,False,True
63478ef7e0,2001 - ctc network.pdf,63478ef7e0_R0092,All current incidents shall be displayed in tabular format with the following information contained in the table:,17,high,True,False,False,,trailing_colon,low,incompleteness; non_testability,incompleteness,,,,,,,,,,0.8495575221238938,False,True
58c3b15e9f,2009 - library.pdf,58c3b15e9f_R0029,"The software developer shall provide a thorough high-level description of major processes, including bibliographic record import and export, validation of bibliographic records against internal and external authority sources, and standard reports.",32,high,True,False,False,,compound_requirement,high,incompleteness; non_testability,incompleteness,,,,,,,,,,0.8582995951417004,False,True
b3fdf25c0f,2000 - nasa x38.doc,b3fdf25c0f_R0387,"FTSS shall [SRS229] provide the following error handling information as feedback to the ""pipe"" API calls:",16,high,True,False,False,,trailing_colon,low,incompleteness; non_testability,incompleteness,,,,,,,,,,0.780952380952381,False,True
7dfd402cda,2001 - esa.pdf,7dfd402cda_R0101,The specific measurements delivered shall be as follows:,8,high,True,False,False,,trailing_colon,low,incompleteness; non_testability,incompleteness,,,,,,,,,,0.8571428571428571,False,True
54e08b6406,2009 - library.doc,54e08b6406_R0045,"The software developer shall provide a thorough high-level description of major processes, including bibliographic record import and export, validation of bibliographic records against internal and external authority sources, and standard reports.",32,high,True,False,False,,compound_requirement,high,incompleteness; non_testability,incompleteness,,,,,,,,,,0.8582995951417004,False,True
348c2b1f7d,2007 - puget sound.pdf,348c2b1f7d_R0146,"The system should be available 24 hours a day, 7 days a week.",13,high,True,True,True,,,,clean,clean,,,,,,,,,,0.7213114754098361,False,True
54e08b6406,2009 - library.doc,54e08b6406_R0035,"If web-browser based, Management Processes shall be accessible through Microsoft Internet Explorer (v.6.0 and later) and Mozilla Firefox",21,high,True,True,True,,,,clean,clean,,,,,,,,,,0.8161764705882353,False,True
978535a11a,2009 - warc III.pdf,978535a11a_R0052,FR 1 — The migration workflow shall provide a clear Application Programming Interface (API) to handle the migration process and default configuration.,21,high,True,True,True,,,low,clean,clean,,,,,,,,,,0.8266666666666667,False,True
63762168d3,1998 - themas.pdf,63762168d3_R0242,3.1.5.1.3 Processing The THEMAS system shall maintain the ON/OFF status of each heating and cooling unit.,21,high,True,True,True,,,,clean,clean,,,,,,,,,,0.7523809523809524,False,True
d0268483f8,2008 - vub.pdf,d0268483f8_R0227,In case of a corrupted database the Administrator should replace the database by the last available database backup.,18,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8448275862068966,False,True
aab06bbb66,2003 - qheadache.pdf,aab06bbb66_R0062,The user must undo and redo its last thousand actions.,10,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8148148148148148,False,True
1db87538e8,2004 - philips.doc,1db87538e8_R0049,Keep in mind that only the non-trivial constraints should be mentioned here.,13,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8289473684210527,False,True
cd311b5e67,2009 - email.pdf,cd311b5e67_R0034,Name – Description Basic requirements - The functional requirements that should be met as part of the,15,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8217821782178217,False,True
b3fdf25c0f,2000 - nasa x38.doc,b3fdf25c0f_R0363,shall [SRS223] transmit in no longer than 100 microseconds.,9,high,True,True,True,,,,clean,clean,,,,,,,,,,0.711864406779661,False,True
bc8c78f934,2010 - mashboot.pdf,bc8c78f934_R0053,They should be implemented in the next minor release.,9,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8301886792452831,False,True
0f0183a401,2001 - beyond.pdf,0f0183a401_R0102,The UI interpreter should interpret the downloaded UI code to navigate through the menus and perform defined actions.,18,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8461538461538461,False,True
77c0a3eb3e,2010 - split merge.pdf,77c0a3eb3e_R0148,Log level must not be OFF (in the Settings panel) in order to work this function,16,high,True,False,False,,,,clean,clean,,,,,,,,,,0.7875,False,True
2f144c663b,2006 - stewards.pdf,2f144c663b_R0060,The Data Research and Reporting portion of the system shall provide public access to reviewed and approved data sets.,19,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8376068376068376,False,True
8dff9ec7f1,2003 - tachonet.pdf,8dff9ec7f1_R0139,This service should ideally be implemented as a synchronous Web Service.,11,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8472222222222222,False,True
74e58203c4,2011 - opensg 0.1.doc,74e58203c4_R0055,The information model shall define common definitions of data,9,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8688524590163934,False,True
d2fbe92214,2009 - inventory 2.0.pdf,d2fbe92214_R0045,User must select at least one Category to move,9,high,True,False,True,,,,clean,clean,,,,,,,,,,0.8260869565217391,False,True
2dff23407b,2010 - blit draft.pdf,2dff23407b_R0048,The system shall save the user info to the database with specified roles associated with divisions for the newly created/added user.,22,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8333333333333334,False,True
5c9aabb311,2006 - eirene sys 15.pdf,5c9aabb311_R0507,"If implemented, the use of location information from train-based systems external to the radio system shall comply with the requirements stated in the enhanced Location Dependent Addressing FRS and IRS [eLDA FRS and eLDA IRS].",36,high,True,False,False,,,,clean,clean,,,,,,,,,,0.827433628318584,False,True
7e9463c544,2007 - nde.pdf,7e9463c544_R0150,"The System shall provide an online capability for registered users to request subscriptions to xDRs,",15,high,True,False,False,,,,clean,clean,,,,,,,,,,0.85,False,True
940102af70,0000 - gamma j.pdf,940102af70_R0092,"Shall deliver Operations and Maintenance manual, Users Guide book, and Installation Instructions for the Administrator.",15,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8571428571428571,False,True
220065c6fd,2005 - microcare.pdf,220065c6fd_R0089,"According to the number of vouchers required by the distributor, the system should allocate the relevant vouchers with their numbers and batch numbers based on the stock.",27,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8352941176470589,False,True
96da2d3305,2007 - central trading system.pdf,96da2d3305_R0007,"However, for another user, things are different .the maintainers of this CTS must be familiar with java programming and the socket.",21,high,True,False,False,,,,clean,clean,,,,,,,,,,0.816793893129771,False,True
925171e62a,2008 - viper.doc,925171e62a_R0048,"The user should write his/her username, password and select in which",12,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8235294117647058,False,True
cf286cdcad,2004 - sprat.pdf,cf286cdcad_R0189,"The system shall generate an access log for every add, delete and edit action in the system.",17,high,True,False,True,,,,clean,clean,,,,,,,,,,0.8043478260869565,False,True
5404d8a4d4,2001 - libra.doc,5404d8a4d4_R0057,"Should provide at least a basic level of job accounting, to aid in",13,high,True,False,True,,,,clean,clean,,,,,,,,,,0.803030303030303,False,True
2e157a65bc,2010 - fishing.pdf,2e157a65bc_R0044,"The ELSS should at least be able to transmit data via email, either by being included in a packaged solution with an email system or by linking with an existing on-board email service.",34,high,True,False,True,,,,clean,clean,,,,,,,,,,0.8097826086956522,False,True
71de4b6315,2001 - space fractions.pdf,71de4b6315_R0061,The user will be given a problem and then must click the correct solution.,14,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8108108108108109,False,True
a038f2404d,2004 - grid bgc.pdf,a038f2404d_R0290,The system shall provide a display of the categories a user currently has selected.,14,high,True,False,False,,,,clean,clean,,,,,,,,,,0.8313253012048193,False,True
705a122293,2002 - evla corr.pdf,705a122293_R0162,"In order to monitor all past access to the system, all attempts to access the system should be logged.",19,high,True,False,False,,,,clean,clean,,,,,,,,,,0.803921568627451,False,True
e63551dcc3,2009 - video search.pdf,e63551dcc3_R0098,Sorting results should take less than 0.1 seconds.,9,high,True,True,True,,,,clean,clean,,,,,,,,,,0.78,False,True
